custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,lntollmon,tollten,equip,equipmon,equipten,lnequipten,callcard,cardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
6638-EFQZPZ-LEF,4,5,0,67,6,Febrero,16,3,3,1,32,5,1,55,3,17.7,1.09032,8.64468,0,5,1,9,1,4,1,1,0,0,0,0,0,0,1,1,43,5,2,1,0,23.4,2,0,1,8,4,26,1,0,1,1,0,0,0,1,0,0,9,4,0,1,0,3,1,4,0,38,5,4,4,2,0,29,5,9,342.63,3,102.78,1,2,72,0,37.35,2789.45,1,45.5,3.8177123259569,3280.9,0,0,0, ,1,71,5085,8.53405030848266,0,0, ,0, ,1,0,0,0,1,1,1,1,0,1,20,1,1,1,0,0,1,0,0,1,0,0,0
4115-BROICQ-NPR,5,4,1,27,3,Enero,10,1,2,0,3,2,0,20,1,2.8,.1904,.3696,1,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,5,2,1,1,1,12.8,1,1,0,8,4,33,1,0,0,1,0,0,0,1,0,0,9,2,1,1,1,3,1,4,0,3,2,2,3,3,0,5,2,13,194.3,4,101.75,0,1,7,0,3.45,21.4,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,1,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0
1086-BRCOIY-6YI,3,4,1,54,5,Marzo,15,3,1,0,10,3,0,112,4,6.4,3.383296,3.784704,0,3,1,13,2,5,11,4,0,0,0,0,0,7,1,4,20,4,2,1,0,56.6,3,0,1,1,1,33,1,0,0,0,1,1,1,0,0,0,9,4,0,0,0,4,4,1,0,35,5,3,1,1,0,27,5,11,358.68,2,69.9,0,2,68,0,34.35,2225.85,1,101.75,4.6225188243227,6843,0,0,0, ,1,34.25,2285,7.7341213033283,1,46.4,3.83729945923221,3142.4,8.05274211816015,1,1,1,0,1,1,1,1,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0
2331-DUFLLA-PEI,4,5,1,67,6,Junio,15,3,5,0,23,5,0,63,3,7.8,2.486484,2.427516,0,4,1,14,2,2,3,0,2,1,0,0,0,0,1,1,28,5,6,1,1,26.4,2,1,0,1,1,24,1,0,0,1,1,0,0,1,0,0,9,6,1,0,0,4,2,3,0,36,5,2,1,2,0,26,5,13,304.75,4,93.85,0,2,69,0,27.85,1901.05,1,53,3.97029191355212,3770.05,0,0,0, ,1,17.5,1210,7.09837563859079,1,73.95,4.30338918915681,5036.85,8.5245361656715,1,1,1,2,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,0,0,1
3773-KVEXBK-FO7,3,4,1,32,3,Noviembre,12,2,1,1,4,2,0,36,2,8.5,.19584,2.86416,0,2,1,12,2,4,0,0,0,0,0,0,0,0,1,1,9,3,2,1,1,16.1,1,1,0,8,4,25,0,0,1,1,0,0,0,1,1,0,1,5,0,0,1,5,4,1,0,14,4,1,3,3,0,15,4,4,126.59,7,288.97,1,3,47,0,11.9,585.95,1,22,3.09104245335832,1083.85,0,0,0, ,1,19.25,865,6.76272950693188,0,0, ,0, ,1,1,0,0,1,0,1,1,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0
6694-YEXWSZ-BAM,5,1,1,30,3,Marzo,15,3,2,1,0,1,0,29,2,36.5,2.05349,8.53151,1,2,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,5,2,3,1,1,14.4,1,0,0,1,1,32,1,1,0,1,0,0,0,0,0,0,9,4,0,0,1,2,2,3,0,9,3,4,3,1,0,4,2,7,71.08,1,14.82,1,1,26,1,3,82.5,1,14.5,2.67414864942653,365.2,1,34,800.85,6.68567366361431,1,11.5,290,5.66988092298052,0,0, ,0, ,0,0,1,1,0,1,0,1,0,1,22,1,1,1,0,1,0,0,0,0,0,0,0
4542-HCVKJI-DSZ,4,5,1,20,2,Noviembre,15,3,6,0,0,1,0,16,1,4.1,.204672,.451328,0,2,1,13,2,2,2,2,0,0,0,0,0,0,1,1,0,1,2,0,0,9.3,1,0,0,9,4,30,1,0,0,1,0,0,0,1,1,0,9,4,0,0,0,2,2,4,0,2,2,5,2,1,0,3,2,15,191.6,4,71.74,0,3,6,1,5.1,32,1,21.25,3.05635689537043,121.7,0,0,0, ,1,18,90,4.49980967033027,1,36.75,3.60413822565885,198.25,5.28952886051496,0,1,1,0,1,1,1,1,1,1,17,1,1,0,1,1,1,1,1,0,0,0,0
7467-XDQZVE-59X,1,1,1,40,4,Mayo,14,2,6,0,13,4,0,70,3,8.5,2.23125,3.71875,0,2,1,14,2,2,1,1,0,0,0,0,0,0,1,1,11,3,1,1,0,26.5,2,0,1,5,3,23,0,0,1,0,1,1,0,0,0,0,1,2,1,0,0,2,1,3,0,8,3,3,2,4,0,8,3,7,272.44,3,143.73,0,3,18,0,3.65,59.65,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,1,0,1,0,0,0,0,0
5602-YCSALJ-QJZ,1,1,1,19,2,Febrero,14,2,1,1,0,1,0,16,1,5.1,.332928,.483072,1,3,0,-1,-1,1,8,0,0,0,0,0,0,8,0,1,0,1,2,1,1,8.6,1,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,9,3,1,1,1,2,1,2,0,1,1,5,2,1,1,1,1,8,185.42,5,107.1,1,1,20,1,20.25,377.2,0,0, ,0,1,32.7,661.35,6.49428320047206,1,18.5,365,5.89989735358249,0,0, ,0, ,1,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0
1180-HTEUWU-TUM,2,1,0,57,5,Marzo,12,2,1,0,13,4,0,44,2,12.2,2.270664,3.097336,0,3,0,-1,-1,1,5,3,0,0,0,2,0,0,1,1,29,5,0,-1,-1,-1,-1,-1,0,4,3,21,0,0,0,1,0,0,0,0,0,0,9,6,0,1,0,3,2,2,1,27,5,2,4,1,0,21,5,9,192.1,6,110.82,1,1,61,0,19.95,1186.55,0,0, ,0,0,0,0, ,1,9.25,535,6.28226674689601,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,0,0,1,0,1,0
0078-GEDTVZ-ZZ6,4,5,1,23,2,Noviembre,18,4,1,0,0,1,0,60,3,6.3,.78246,2.99754,1,1,0,-1,-1,1,5,1,1,0,0,3,0,0,1,1,4,2,1,1,0,36.2,2,1,0,8,4,24,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,4,1,4,0,4,2,3,4,4,0,5,2,13,389.63,7,185.23,1,1,9,0,9.15,85.85,0,0, ,0,0,0,0, ,1,14.25,125,4.8283137373023,0,0, ,0, ,0,1,0,4,1,1,0,1,0,1,25,1,1,1,0,1,1,0,1,0,0,0,1
9246-ETXIBX-CV7,2,4,1,60,5,Febrero,10,1,6,0,28,5,0,121,4,5.6,1.036728,5.739272,0,5,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,27,5,1,1,1,60.4,3,1,0,10,5,19,0,0,0,0,1,0,0,1,0,1,9,2,1,1,1,3,1,1,0,23,5,2,4,3,1,22,5,16,268.73,5,102.48,0,2,62,0,10.7,646.45,1,39,3.66356164612965,2540.2,0,0,0, ,1,33.25,2060,7.63046126178363,1,37.2,3.6163087612791,2289.4,7.73604505348438,0,1,1,0,1,1,1,1,0,1,8,1,1,1,0,0,1,0,0,0,0,0,0
2340-KFPYAE-47B,3,3,0,43,4,Abril,13,2,1,0,5,2,0,33,2,1.3,.247962,.181038,0,1,1,10,1,4,7,0,0,0,0,0,0,7,0,1,6,2,4,1,0,18.8,1,0,1,1,1,26,1,0,0,0,0,0,0,0,0,0,2,6,1,0,1,3,3,4,0,5,2,2,3,3,0,2,2,4,91.31,6,171.96,1,3,8,0,4.65,31.85,1,29.25,3.37587957367787,228.35,0,0,0, ,1,10.5,70,4.24849524204936,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,29,1,0,1,0,0,0,0,0,0,0,0,0
0585-QPITZR-2EL,4,4,0,42,4,Junio,18,4,1,0,8,3,0,54,3,7.8,1.43208,2.77992,1,4,1,16,3,3,0,0,0,0,0,0,0,0,1,1,15,3,3,1,0,26.3,2,0,0,1,1,24,1,0,0,0,0,1,0,0,0,0,9,4,0,0,1,1,4,2,1,18,5,4,1,4,1,13,4,4,115.45,5,104.85,0,2,44,0,7.7,371.25,1,19.5,2.9704144655697,913.9,1,39,1649.1,7.40798496353472,1,5,230,5.4380793089232,1,25.95,3.2561716096119,1077.1,6.98202752335672,1,1,0,3,1,1,1,0,0,1,19,1,1,1,1,1,0,0,0,1,0,0,0
2774-OKFIRM-K8F,4,2,1,38,4,Mayo,15,3,2,0,3,2,0,84,4,12.7,2.955036,7.712964,1,3,1,14,2,5,10,1,0,0,0,0,0,9,1,1,10,3,4,1,1,35.8,2,1,1,1,1,21,1,1,0,0,1,0,1,1,0,0,9,3,1,0,1,4,3,3,0,17,5,3,3,4,0,13,4,8,194.87,3,140.77,0,3,43,0,9.05,380.3,1,32.5,3.48124008933569,1328.15,0,0,0, ,1,15,640,6.46146817635372,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,27,1,1,1,0,0,1,0,0,1,0,0,0
8915-VIIEDV-0KB,4,3,1,29,3,Diciembre,12,2,1,0,3,2,0,25,2,7.6,.8037,1.0963,0,2,1,11,1,5,3,0,3,0,0,0,0,0,1,4,8,3,3,1,1,15.1,1,1,0,1,1,21,1,0,0,0,0,0,0,1,0,0,9,3,1,0,0,1,3,4,0,1,1,2,3,1,1,1,1,11,265.01,1,21.61,0,3,2,0,1.85,5.2,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,1,0,0,0,0,1,17,0,1,1,0,0,0,0,0,0,0,0,1
4811-FJBCKC-44V,4,5,0,39,4,Septiembre,18,4,1,0,4,2,0,86,4,3.2,.4816,2.2704,0,3,1,19,4,5,0,0,0,0,0,0,0,0,1,1,16,4,2,1,0,42,3,0,0,5,3,31,0,0,0,1,1,1,0,0,0,0,9,3,1,0,1,1,1,3,0,7,3,2,2,4,0,6,3,13,608.4,8,215.55,0,1,16,0,3.4,47.95,1,17,2.83321334405622,250.35,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,1,1,1,1,1,17,1,1,1,1,1,1,1,0,0,0,0,0
9786-HNOEUR-LOL,3,2,0,62,5,Marzo,16,3,2,0,7,3,0,59,3,11.9,1.930775,5.090225,0,5,1,17,4,2,1,0,1,0,0,0,0,0,0,1,31,5,5,1,0,24,2,1,0,1,1,25,1,1,1,1,0,0,0,0,0,0,9,4,1,0,0,1,1,4,0,11,4,4,3,4,0,10,3,9,289.63,6,351.53,0,2,30,0,3.5,92.6,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,1,0,0,0,0,0,0
1615-UWOQCF-02I,3,1,0,42,4,Noviembre,12,2,1,0,5,2,0,30,2,11.3,1.43736,1.95264,0,2,1,13,2,5,2,0,2,0,0,0,0,0,1,3,5,2,3,1,1,12.7,1,1,0,1,1,30,1,0,0,0,1,0,0,0,0,1,2,6,1,0,1,1,4,4,0,9,3,4,1,3,0,10,3,9,317.06,6,172.77,0,3,31,0,12.85,363.85,1,18.25,2.9041650800285,534.75,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,1,1,1,0,1,17,1,1,1,0,0,0,0,0,0,0,0,0
7221-OCCOZV-GNM,2,3,0,34,3,Julio,13,2,3,0,6,3,0,67,3,9.7,1.410283,5.088717,0,3,0,-1,-1,1,2,0,2,0,0,0,0,0,0,2,7,2,3,1,0,46.8,3,0,0,1,1,25,1,0,1,0,1,0,0,0,0,1,1,3,1,1,0,2,4,3,1,16,5,4,3,4,0,16,5,11,315.97,2,58.47,0,3,70,0,33.6,2287,0,0, ,0,0,0,0, ,1,9.25,655,6.48463523563525,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,11,1,1,1,0,0,0,0,0,1,0,0,0
5144-LXEIEA-BS1,2,1,1,67,6,Noviembre,15,3,1,0,20,5,1,11,1,5.4,.22275,.37125,0,3,0,-1,-1,1,8,1,0,0,0,0,0,7,0,2,11,3,4,1,0,5.4,1,1,0,1,1,23,1,0,1,1,0,0,0,0,0,1,9,4,0,0,1,1,1,3,0,2,2,2,3,1,0,2,2,11,239.9,3,70.97,0,2,6,1,1.65,9.65,1,12.5,2.52572864430826,68.95,1,42,215.65,5.37365672309385,1,21.25,80,4.38202663467388,1,30.35,3.41279651750551,174.4,5.16135151147488,1,1,1,2,1,1,1,1,1,1,16,0,0,0,0,1,1,0,0,1,0,0,0
3168-XCWOBR-AAY,4,4,0,77,6,Noviembre,18,4,3,0,37,5,1,86,4,17.4,.808056,14.155944,0,5,1,18,4,2,1,1,0,0,0,0,0,0,0,2,40,5,1,1,0,48.4,3,0,0,8,4,32,0,0,0,0,0,0,1,1,0,0,9,3,0,1,0,3,4,3,0,40,5,2,1,2,0,29,5,14,413.79,3,72.02,0,2,72,0,43.7,3076.3,0,0, ,0,1,50.3,3688.75,8.21304292625715,1,27.75,1920,7.56008046502183,1,73.95,4.30338918915681,5382.65,8.59093609694125,1,1,1,4,1,1,0,1,1,1,16,1,1,1,1,1,1,0,1,1,0,0,0
4540-LYNWIF-D4Q,3,4,1,25,3,Octubre,15,3,3,0,1,1,0,32,2,12.8,1.642496,2.453504,0,3,0,-1,-1,5,10,0,0,0,0,0,0,10,1,1,4,2,1,1,1,16.8,1,1,0,4,3,31,0,0,0,1,0,1,0,0,0,0,9,4,1,0,0,3,3,4,0,4,2,4,2,1,0,3,2,7,183.48,7,201.88,1,3,12,0,5.6,56.65,0,0, ,0,1,22.3,247.35,5.51080433767372,0,0,0, ,0,0, ,0, ,1,0,0,1,0,0,0,0,1,1,24,0,1,1,0,1,1,1,0,0,0,0,1
3669-OLWGCO-UCB,2,1,1,35,4,Junio,18,4,5,0,7,3,0,51,3,12.9,1.697382,4.881618,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,4,2,1,1,0,27.4,2,1,0,1,1,21,1,0,0,1,0,0,0,0,0,0,9,5,0,1,0,1,3,1,0,5,2,4,3,1,0,4,2,11,358.25,2,58.85,0,2,10,0,5.2,64,1,14.25,2.65675690671466,123.45,0,0,0, ,1,18,175,5.16478597392351,1,23.55,3.15912582046243,224.3,5.41298444152616,0,1,0,2,0,1,1,0,1,1,14,1,1,1,1,1,1,0,0,1,0,0,0
3390-EDOEGF-92Z,1,3,0,64,5,Marzo,17,4,2,0,10,3,0,61,3,17.5,4.515525,6.159475,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,13,3,2,1,1,29.4,2,1,1,1,1,21,1,0,1,0,0,0,0,1,0,0,1,4,0,0,1,1,4,3,0,18,5,4,3,1,0,10,3,14,401.28,7,145.05,0,3,36,1,7.5,302.2,1,52,3.95124371858143,1831.4,1,68.65,2501.7,7.82472577976105,1,21.75,725,6.58617165485467,1,70.2,4.25134831103177,2484.9,7.81798769627233,0,1,1,4,1,1,1,1,0,1,31,1,1,1,1,1,1,0,1,0,0,1,1
0794-CXDAKY-EXK,3,1,0,33,3,Junio,19,4,2,0,2,2,0,44,2,4.4,.76472,1.17128,0,2,1,16,3,5,5,0,1,4,0,0,0,0,1,1,10,3,1,1,0,21.9,2,0,0,8,4,26,0,0,0,0,0,0,0,1,0,0,9,2,1,1,1,4,4,1,0,15,4,2,2,4,1,11,4,13,328.49,6,199.13,1,1,42,1,7,317.2,0,0, ,0,0,0,0, ,1,20.25,830,6.72142570079064,0,0, ,0, ,1,1,0,0,1,1,1,0,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0
2868-EXFXBT-1O7,1,1,1,28,3,Diciembre,19,4,1,0,2,2,0,30,2,26,1.8876,5.9124,1,1,0,-1,-1,2,0,0,0,0,0,0,0,0,0,2,2,1,3,1,1,16.3,1,0,1,1,1,22,1,0,1,1,0,0,0,0,0,0,9,5,1,0,0,3,3,1,0,3,2,1,1,4,0,2,2,13,732.1,7,392.23,1,1,5,0,6.85,32.2,1,15.25,2.72457950305342,84.1,0,0,0, ,1,8.5,25,3.2188758248682,0,0, ,0, ,0,0,0,0,1,1,1,0,0,1,21,1,1,1,0,1,0,0,1,0,1,0,0
0712-NEFFGC-V5H,1,4,1,70,6,Diciembre,13,2,4,0,42,5,1,49,2,13.8,5.118834,1.643166,0,2,1,11,1,3,0,0,0,0,0,0,0,0,1,3,14,3,3,1,0,25.9,2,0,0,1,1,29,1,0,0,1,1,0,1,1,0,0,9,4,0,0,0,2,1,1,0,38,5,3,3,3,0,28,5,5,171.12,5,145.79,0,3,71,0,25.55,1729.05,1,45.25,3.81220267014594,3376.3,0,0,0, ,1,26,1770,7.47873482556787,0,0, ,0, ,1,1,0,0,1,1,1,1,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0
8454-PPQHVD-6TF,4,1,0,23,2,Marzo,18,4,1,0,0,1,0,90,4,22.6,5.55282,14.78718,1,2,0,-1,-1,1,6,0,0,0,0,0,0,6,1,3,2,1,3,1,1,50.4,3,1,0,1,1,22,1,0,0,0,0,0,0,0,0,0,2,4,0,0,1,4,3,4,0,2,2,3,4,2,0,2,2,15,971.65,8,432.16,0,3,6,1,4.45,38.55,1,14.5,2.67414864942653,78.65,1,39.55,213.35,5.36293400963401,1,12.75,55,4.00733318523247,1,46.95,3.84908320565427,221,5.39816270151775,0,1,1,3,1,1,1,1,1,1,24,1,1,1,1,1,1,1,1,0,0,0,1
4598-IIQRSL-BW6,3,3,0,67,6,Julio,16,3,1,0,11,4,0,26,2,10.3,.89713,1.78087,0,4,1,15,3,2,3,0,0,0,0,3,0,0,1,1,36,5,0,-1,-1,-1,-1,-1,0,4,3,13,0,0,0,1,1,0,0,0,0,0,9,4,0,0,1,3,4,1,0,30,5,2,1,3,0,19,5,15,230.18,9,210.19,0,3,60,0,22.15,1311,1,23.75,3.16758253048065,1363.15,0,0,0, ,1,19.25,1175,7.06902342657826,1,28.7,3.35689712276558,1724.3,7.45257645000609,1,0,0,0,1,1,1,1,0,1,14,1,1,1,1,0,1,0,0,1,0,0,0
6628-YRFILT-9TG,3,4,0,42,4,Febrero,6,1,3,0,16,5,0,45,2,21.9,4.21794,5.63706,0,5,1,7,1,2,2,1,1,0,0,0,0,0,1,3,10,3,0,-1,-1,-1,-1,-1,0,5,3,27,0,0,0,0,1,1,0,0,0,0,9,6,0,0,1,3,4,2,0,24,5,5,1,2,0,18,5,6,112.73,3,67.79,0,2,64,0,21,1348.25,1,24.5,3.19867311755068,1516.4,0,0,0, ,1,6.5,395,5.97888576490112,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,1,0,0,1,0,0,0
5351-CLYUWC-N1M,5,4,1,77,6,Diciembre,20,5,1,1,15,4,1,13,1,8.3,.383045,.695955,0,5,0,-1,-1,1,6,0,0,0,0,0,0,6,1,1,6,2,1,0,0,6.1,1,1,0,4,3,19,1,0,1,1,0,0,0,1,0,0,9,2,0,0,1,2,3,4,0,12,4,3,1,3,0,16,5,6,117.21,7,132.97,1,2,35,0,11.4,350.65,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,3,0,1,1,0,0,1,14,1,1,1,0,1,1,0,0,0,0,0,0
1022-EYKYXK-V91,3,1,0,55,5,Septiembre,14,2,4,0,13,4,0,54,3,17.1,5.845122,3.388878,1,5,1,15,3,5,0,0,0,0,0,0,0,0,0,2,14,3,1,1,0,11.8,1,1,0,8,4,20,0,1,0,1,0,0,0,1,0,0,1,4,1,0,1,3,2,2,0,17,5,2,4,2,1,15,4,9,177.61,2,49.48,0,2,53,0,11.35,591.65,1,20.75,3.03254624667671,1108.2,0,0,0, ,1,12.5,700,6.5510803350434,0,0, ,0, ,0,1,0,0,0,1,1,1,0,1,23,1,1,1,0,0,0,0,0,1,0,0,0
3198-GUVUXE-PTD,1,1,1,62,5,Septiembre,16,3,1,1,14,4,0,74,3,13.5,4.08591,5.90409,0,2,1,15,3,2,2,0,0,0,0,2,0,0,1,3,29,5,2,0,1,23.8,2,0,1,1,1,17,1,0,0,1,1,0,0,0,0,0,9,4,1,0,1,1,1,4,0,39,5,4,3,4,0,29,5,6,187.88,3,113.86,0,2,70,0,16.25,1083.2,0,0, ,0,1,42.9,2845.05,7.95333592109844,1,34,2370,7.77064523412918,1,52.65,3.96366623857998,3577.7,8.18247541482955,1,1,0,2,0,1,1,0,1,1,16,1,1,1,1,1,1,1,1,1,0,0,0
7834-WAHXLL-K53,3,1,0,66,6,Febrero,17,4,2,0,5,2,0,66,3,4.7,.880968,2.221032,0,3,1,19,4,2,0,0,0,0,0,0,0,0,1,1,40,5,1,1,0,40.2,3,1,1,8,4,36,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,3,2,3,0,16,5,4,4,4,0,15,4,15,358.92,6,85.01,0,2,48,0,7.1,355.3,1,24.75,3.2088254890147,1186.55,0,0,0, ,1,33.75,1605,7.38087903556412,1,51.2,3.93573953204546,2446.7,7.80249545682585,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,0,1,0,0,0,0
4946-CFCJVA-ZA8,4,2,1,45,4,Junio,18,4,2,0,2,2,0,32,2,11,.10912,3.41088,0,2,1,14,2,4,4,0,1,1,2,0,0,0,1,3,16,4,1,1,1,7.5,1,0,0,8,4,18,0,0,0,0,0,0,0,1,0,0,9,2,1,1,1,2,4,1,1,1,1,3,1,1,0,3,2,14,319.52,2,21.52,1,3,6,0,4.3,31.25,0,0, ,0,0,0,0, ,0,0,0, ,1,18.95,2.94180393152844,95.05,4.55440306893444,0,0,1,3,1,1,1,0,1,1,22,1,1,1,0,1,1,1,0,0,0,0,0
2130-KSZGWS-HXZ,3,1,1,66,6,Noviembre,18,4,2,0,5,2,0,34,2,12.2,.547536,3.600464,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,25,4,1,0,1,13.4,1,1,0,4,3,19,1,0,0,1,0,0,0,0,0,0,9,5,1,1,1,1,3,2,0,9,3,4,1,3,1,8,3,14,522.79,8,313.35,1,2,25,0,7.35,168.95,0,0, ,0,1,31,698.9,6.54950767048308,0,0,0, ,0,0, ,0, ,0,0,0,4,0,0,0,0,1,1,21,1,1,1,0,1,1,0,1,0,0,0,0
1475-AZQBFN-ROY,1,1,0,54,5,Julio,19,4,6,0,21,5,0,126,5,10.8,7.498008,6.109992,0,5,1,19,4,2,0,0,0,0,0,0,0,0,1,1,24,4,3,1,1,55.8,3,0,1,1,1,28,1,0,0,1,1,0,0,1,0,0,9,6,0,1,1,1,4,3,0,36,5,4,4,2,0,30,5,20,1019.66,7,357.53,0,2,72,0,95.3,6769.3,0,0, ,0,1,61.55,4473.9,8.40601579043685,1,35,2625,7.87283617502572,0,0, ,0, ,1,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,1,1,0,0,0
1640-XRQRDK-L4U,1,3,1,50,5,Enero,12,2,3,0,16,5,0,51,3,5.9,.887655,2.121345,0,4,1,14,2,2,1,1,0,0,0,0,0,0,1,1,18,4,2,1,0,16.6,1,0,0,5,3,29,0,0,0,0,1,0,0,0,0,0,9,5,1,0,1,3,4,4,0,16,5,4,3,1,0,12,4,4,121.43,4,92.49,1,3,44,0,6.7,319.5,1,24.5,3.19867311755068,1071.3,0,0,0, ,1,13,575,6.35437004079735,0,0, ,0, ,0,0,0,0,1,1,0,1,0,1,27,1,1,1,0,1,0,0,0,0,0,0,0
1504-YOFFPM-NA3,2,5,0,61,5,Mayo,7,1,6,0,27,5,1,15,1,11.2,.87024,.80976,0,4,1,12,2,4,2,2,0,0,0,0,0,0,1,1,35,5,1,1,0,4.9,1,0,1,4,3,28,1,0,0,1,0,0,1,0,1,0,9,4,0,0,0,3,2,3,0,33,5,2,2,4,0,23,5,18,360.89,5,90.4,0,2,59,0,20.55,1227.55,1,39.25,3.66995144422842,2186.8,0,0,0, ,1,16.75,930,6.8351845861473,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,1,1,1,0
9902-FFHARK-5F9,2,4,1,70,6,Octubre,17,4,3,0,26,5,1,88,4,1.3,.527384,.616616,0,5,0,-1,-1,1,6,1,0,0,0,0,0,5,1,1,33,5,0,-1,-1,-1,-1,-1,0,8,4,28,0,0,1,1,0,0,0,1,0,0,9,5,0,0,1,1,3,4,0,19,5,4,1,3,0,15,4,12,1509.65,8,617.18,0,2,34,0,14.8,470.65,0,0, ,0,0,0,0, ,0,0,0, ,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,13,1,1,1,0,1,0,0,0,0,0,0,0
2313-EAWKKA-ZK2,4,5,1,39,4,Abril,12,2,2,0,1,1,0,46,2,8.2,1.557836,2.214164,0,1,1,11,1,2,5,2,0,0,0,0,0,3,0,2,13,3,2,1,0,30.2,2,0,0,1,1,25,1,0,1,1,0,0,0,0,0,1,9,6,1,0,0,5,1,2,0,17,5,1,1,3,1,14,4,10,511.54,3,183.9,1,1,51,0,7.35,431.15,1,13,2.56494935746154,676.9,0,0,0, ,0,0,0, ,0,0, ,0, ,0,0,0,0,0,1,1,1,0,1,19,1,1,1,0,0,0,0,0,0,0,0,0
5074-ETOUDI-JWP,3,2,1,25,3,Noviembre,18,4,2,1,0,1,0,12,1,19.2,.811008,1.492992,1,2,0,-1,-1,2,3,0,0,1,0,2,0,0,1,3,3,2,5,0,1,5.9,1,0,1,1,1,20,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,4,2,3,0,5,2,2,1,3,0,3,2,8,160.63,3,36.38,1,1,5,1,3.3,8.35,0,0, ,0,1,25.6,81.5,4.40060302024682,0,0,0, ,0,0, ,0, ,1,0,0,4,0,0,0,0,1,1,24,0,0,0,0,1,1,0,0,0,0,1,0
9567-VLTAUK-6AK,3,4,1,38,4,Febrero,18,4,2,0,1,1,0,33,2,7.8,.906048,1.667952,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,3,9,3,1,1,0,14.9,1,0,0,4,3,23,0,0,0,1,0,0,1,0,0,0,9,2,1,1,0,4,1,1,0,21,5,3,1,2,0,11,4,14,248.93,6,140.41,0,3,51,0,13.8,734.3,1,17.5,2.86220088092947,914.4,1,38.5,1995.45,7.59862486779802,1,13.75,590,6.38012253689976,0,0, ,0, ,1,1,1,4,0,0,0,0,1,1,26,1,1,1,0,1,1,1,0,0,0,0,0
